source_id,target_id,relation_type
APP-033,ITC-015,uses
APP-034,ITC-017,uses
APP-034,ITC-011,uses
APP-034,ITC-029,uses
APP-034,ITC-015,uses
APP-035,ITC-007,uses
APP-035,ITC-032,uses
APP-035,ITC-020,uses
APP-035,ITC-005,uses
APP-036,ITC-036,uses
APP-036,ITC-008,uses
APP-037,ITC-015,uses
APP-037,ITC-013,uses
APP-037,ITC-033,uses
APP-038,ITC-038,uses
APP-038,ITC-027,uses
APP-038,ITC-007,uses
APP-038,ITC-003,uses
APP-038,ITC-002,uses
APP-039,ITC-015,uses
APP-039,ITC-037,uses
APP-039,ITC-001,uses
APP-040,ITC-036,uses
APP-040,ITC-032,uses
APP-040,ITC-034,uses
APP-040,ITC-040,uses
APP-041,ITC-013,uses
APP-041,ITC-005,uses
APP-042,ITC-033,uses
APP-042,ITC-009,uses
APP-042,ITC-022,uses
APP-042,ITC-035,uses
APP-043,ITC-021,uses
APP-043,ITC-035,uses
APP-043,ITC-030,uses
APP-043,ITC-017,uses
APP-044,ITC-029,uses
APP-044,ITC-019,uses
APP-045,ITC-003,uses
APP-045,ITC-013,uses
APP-046,ITC-018,uses
APP-046,ITC-006,uses
APP-046,ITC-009,uses
APP-046,ITC-015,uses
APP-047,ITC-011,uses
APP-047,ITC-007,uses
APP-047,ITC-034,uses
APP-048,ITC-024,uses
APP-048,ITC-018,uses
APP-048,ITC-005,uses
APP-049,ITC-018,uses
APP-049,ITC-034,uses
APP-049,ITC-027,uses
APP-050,ITC-028,uses
APP-050,ITC-002,uses
APP-050,ITC-013,uses
APP-050,ITC-018,uses
APP-051,ITC-020,uses
APP-051,ITC-017,uses
APP-051,ITC-025,uses
APP-051,ITC-008,uses
APP-051,ITC-040,uses
APP-052,ITC-012,uses
APP-052,ITC-021,uses
APP-052,ITC-033,uses
APP-052,ITC-034,uses
APP-053,ITC-032,uses
APP-053,ITC-030,uses
APP-053,ITC-009,uses
APP-053,ITC-028,uses
APP-054,ITC-029,uses
APP-054,ITC-037,uses
APP-054,ITC-009,uses
APP-054,ITC-033,uses
APP-055,ITC-024,uses
APP-055,ITC-004,uses
APP-055,ITC-038,uses
APP-055,ITC-040,uses
APP-056,ITC-032,uses
APP-056,ITC-005,uses
APP-056,ITC-018,uses
APP-056,ITC-036,uses
APP-057,ITC-020,uses
APP-057,ITC-011,uses
APP-057,ITC-018,uses
APP-058,ITC-036,uses
APP-058,ITC-012,uses
APP-058,ITC-022,uses
APP-058,ITC-016,uses
APP-058,ITC-023,uses
APP-059,ITC-035,uses
APP-059,ITC-039,uses
APP-059,ITC-001,uses
APP-059,ITC-024,uses
APP-060,ITC-015,uses
APP-060,ITC-034,uses
APP-060,ITC-022,uses
APP-060,ITC-031,uses
APP-060,ITC-038,uses
